Song Titles,Artist,Year
Big Rings,Drake & Future,2015
Digital Dash,Drake & Future,2015
Confident,Demi Lovato,2015
Live From The Gutter,Drake & Future,2015
Scholarships,Drake & Future,2015
30 For 30 Freestyle,Drake,2015
I'm The Plug,Drake & Future,2015
Runnin' (Lose It All),Naughty Boy Featuring Beyonce & Arrow Benjamin,2015
Die A Happy Man,Thomas Rhett,2015
Powerful,Major Lazer Featuring Ellie Goulding & Tarrus Riley,2015
Hold Each Other,A Great Big World Featuring FUTURISTIC,2015
Alive,Sia,2015
Writing's On The Wall,Sam Smith,2015
Plastic Bag,Drake & Future,2015
Change Locations,Drake & Future,2015
Don't,Bryson Tiller,2015
Jugg,Fetty Wap Featuring Monty,2015
Jersey,Future,2015
Lay It All On Me,Rudimental Featuring Ed Sheeran,2015
Back Up,DeJ Loaf Featuring Big Sean,2015
Break Up In A Small Town,Sam Hunt,2015
Stay A Little Longer,Brothers Osborne,2015
I Got The Boy,Jana Kramer,2015
Top Of The World,Tim McGraw,2015
Love Me,The 1975,2015
Perfect,One Direction,2015
Cake By The Ocean,DNCE,2015
Say It,Tory Lanez,2015
Gonna Know We Were Here,Jason Aldean,2015
Roses,The Chainsmokers Featuring Rozes,2015
Home,One Direction,2015
Can't Sleep Love,Pentatonix,2015
Hello,Adele,2015
Sorry,Justin Bieber,2015
Emperor's New Clothes,Panic! At The Disco,2015
Used To Love You Sober,Kane Brown,2015
Used To Love You,Gwen Stefani,2015
Dibs,Kelsea Ballerini,2015
I Love This Life,LOCASH,2015
Exchange,Bryson Tiller,2015
Focus,Ariana Grande,2015
Tennessee Whiskey,Chris Stapleton,2015
Thriller,Michael Jackson,2015
I'll Show You,Justin Bieber,2015
"Me, Myself & I",G-Eazy x Bebe Rexha,2015
Beautiful Drug,Zac Brown Band,2015
Already Callin' You Mine,Parmalee,2015
We Went,Randy Houser,2015
Adventure Of A Lifetime,Coldplay,2015
Do It Like Me,DLOW,2015
History,One Direction,2015
Traveller,Chris Stapleton,2015
Halo,Jordan Smith,2015
WTF (Where They From),Missy Elliott Featuring Pharrell Williams,2015
Stand By You,Rachel Platten,2015
My House,Flo Rida,2015
Love Yourself,Justin Bieber,2015
Great Is Thy Faithfulness,Jordan Smith,2015
The Feeling,Justin Bieber Featuring Halsey,2015
Mark My Words,Justin Bieber,2015
Purpose,Justin Bieber,2015
No Pressure,Justin Bieber Featuring Big Sean,2015
Company,Justin Bieber,2015
No Sense,Justin Bieber Featuring Travi$ Scott,2015
Life Is Worth Living,Justin Bieber,2015
Children,Justin Bieber,2015
Been You,Justin Bieber,2015
If I Could Fly,One Direction,2015
Olivia,One Direction,2015
We Are,Justin Bieber Featuring Nas,2015
Get Used To It,Justin Bieber,2015
A.M.,One Direction,2015
Temporary Fix,One Direction,2015
I Know What You Did Last Summer,Shawn Mendes & Camila Cabello,2015
Trust,Justin Bieber,2015
Never Enough,One Direction,2015
When We Were Young,Adele,2015
Water Under The Bridge,Adele,2015
Send My Love (To Your New Lover),Adele,2015
Remedy,Adele,2015
Home Alone Tonight,Luke Bryan Featuring Karen Fairchild,2015
Best Friend,Young Thug,2015
Rich $ex,Future,2015
Hallelujah,Jordan Smith,2015
Down In The DM,Yo Gotti Featuring Nicki Minaj,2015
One Call Away,Charlie Puth,2015
I'd Just Love To Lay You Down,Barrett Baber,2015
Daddy,PSY Featuring CL,2015
Girls Just Want To Have Fun,Madi Davis,2015
Somebody To Love,Jordan Smith,2015
Rockin' Around The Christmas Tree,Brenda Lee,2015
Hands To Myself,Selena Gomez,2015
Dessert,Dawin,2015
Backroad Song,Granger Smith,2015
Random,G-Eazy,2015
Sorry,Rick Ross Featuring Chris Brown,2015
Drifting,G-Eazy Featuring Chris Brown & Tory Lanez,2015
Hello,Adele,2016
Sorry,Justin Bieber,2016
Hotline Bling,Drake,2016
Love Yourself,Justin Bieber,2016
What Do You Mean?,Justin Bieber,2016
Same Old Love,Selena Gomez,2016
The Hills,The Weeknd,2016
Here,Alessia Cara,2016
Stitches,Shawn Mendes,2016
Like I'm Gonna Lose You,Meghan Trainor Featuring John Legend,2016
679,Fetty Wap Featuring Remy Boyz,2016
In The Night,The Weeknd,2016
Jumpman,Drake & Future,2016
On My Mind,Ellie Goulding,2016
Can't Feel My Face,The Weeknd,2016
Antidote,Travis Scott,2016
Ex's & Oh's,Elle King,2016
All I Want For Christmas Is You,Mariah Carey,2016
Stressed Out,Twenty One Pilots,2016
Don't,Bryson Tiller,2016
Die A Happy Man,Thomas Rhett,2016
White Iverson,Post Malone,2016
Wildest Dreams,Taylor Swift,2016
Mary Did You Know,Jordan Smith,2016
Lean On,Major Lazer X DJ Snake Featuring MO,2016
Roses,The Chainsmokers Featuring Rozes,2016
Watch Me,Silento,2016
Say It,Tory Lanez,2016
Burning House,Cam,2016
Confident,Demi Lovato,2016
Trap Queen,Fetty Wap,2016
Perfect,One Direction,2016
Focus,Ariana Grande,2016
Break Up In A Small Town,Sam Hunt,2016
Where Ya At,Future Featuring Drake,2016
No Role Modelz,J. Cole,2016
Locked Away,R. City Featuring Adam Levine,2016
Rockin' Around The Christmas Tree,Brenda Lee,2016
Where Are U Now,Skrillex & Diplo With Justin Bieber,2016
"Me, Myself & I",G-Eazy x Bebe Rexha,2016
Hide Away,Daya,2016
See You Again,Wiz Khalifa Featuring Charlie Puth,2016
Good For You,Selena Gomez Featuring A$AP Rocky,2016
Adventure Of A Lifetime,Coldplay,2016
Again,Fetty Wap,2016
I Know What You Did Last Summer,Shawn Mendes & Camila Cabello,2016
Cake By The Ocean,DNCE,2016
Exchange,Bryson Tiller,2016
Cheerleader,OMI,2016
Drag Me Down,One Direction,2016
My House,Flo Rida,2016
Hit The Quan,iLoveMemphis,2016
Back Up,DeJ Loaf Featuring Big Sean,2016
WTF (Where They From),Missy Elliott Featuring Pharrell Williams,2016
When We Were Young,Adele,2016
Burning House,Emily Ann Roberts,2016
Down In The DM,Yo Gotti Featuring Nicki Minaj,2016
Stay A Little Longer,Brothers Osborne,2016
I'll Show You,Justin Bieber,2016
One Call Away,Charlie Puth,2016
Home Alone Tonight,Luke Bryan Featuring Karen Fairchild,2016
Hands To Myself,Selena Gomez,2016
Gonna,Blake Shelton,2016
Back To Sleep,Chris Brown,2016
The Fix,Nelly Featuring Jeremih,2016
Gonna Know We Were Here,Jason Aldean,2016
Used To Love You,Gwen Stefani,2016
Do It Like Me,DLOW,2016
You Should Be Here,Cole Swindell,2016
Big Rings,Drake & Future,2016
I Got The Boy,Jana Kramer,2016
Climb Every Mountain,Jordan Smith,2016
I Love This Life,LOCASH,2016
Back To Back,Drake,2016
Lay It All On Me,Rudimental Featuring Ed Sheeran,2016
Top Of The World,Tim McGraw,2016
Stand By You,Rachel Platten,2016
Best Friend,Young Thug,2016
Irresistible,Fall Out Boy,2016
New Americana,Halsey,2016
$ave Dat Money,Lil Dicky Featuring Fetty Wap & Rich Homie Quan,2016
The Feeling,Justin Bieber Featuring Halsey,2016
Blase,Ty Dolla $ign Featuring Future & Rae Sremmurd,2016
Come Get Her,Rae Sremmurd,2016
Nothin' Like You,Dan + Shay,2016
Good To Be Alive (Hallelujah),Andy Grammer,2016
Dibs,Kelsea Ballerini,2016
Strip It Down,Luke Bryan,2016
Downtown,"Macklemore & Ryan Lewis Featuring Eric Nally, Melle Mel, Kool Moe Dee & Grandmaster Caz",2016
God Only Knows,Jordan Smith & Adam Levine,2016
Backroad Song,Granger Smith,2016
Dessert,Dawin,2016
Play No Games,Big Sean Featuring Chris Brown & Ty Dolla $ign,2016
Right Hand,Drake,2016
Sorry Not Sorry,Bryson Tiller,2016
Beautiful Drug,Zac Brown Band,2016
Smoke Break,Carrie Underwood,2016
Hollow,Tori Kelly,2016
Somebody To Love,Jordan Smith,2016
Purpose,Justin Bieber,2016
The Christmas Song (Merry Christmas To You),"Nat ""King"" Cole",2016
Jingle Bell Rock,Bobby Helms,2016
Liquor,Chris Brown,2016
Zero,Chris Brown,2016
Hallelujah,Lindsey Stirling,2016
RGF Island,Fetty Wap,2016
Ginza,J Balvin,2016
Little More (Royalty),Chris Brown,2016
Really Really,Kevin Gates,2016
Let It Go,James Bay,2016
Stick Talk,Future,2016
Get Ugly,Jason Derulo,2016
Watch Out,2 Chainz,2016
Mr. Misunderstood,Eric Church,2016
Break On Me.,Keith Urban,2016
Jugg,Fetty Wap Featuring Monty,2016
We Went,Randy Houser,2016
Confession,Florida Georgia Line,2016
Out Of The Woods,Taylor Swift,2016
Heartbeat,Carrie Underwood,2016
Oui,Jeremih,2016
Sugar,Robin Schulz Featuring Francesco Yates,2016
2 Phones,Kevin Gates,2016
Nobody To Blame,Chris Stapleton,2016
Tennessee Whiskey,Chris Stapleton,2016
Lazarus,David Bowie,2016
Space Oddity,David Bowie,2016
Under Pressure,Queen & David Bowie,2016
Blackstar,David Bowie,2016
Drunk On Your Love,Brett Eldredge,2016
Bang My Head,David Guetta Featuring Sia & Fetty Wap,2016
Emperor's New Clothes,Panic! At The Disco,2016
I Took A Pill In Ibiza,Mike Posner,2016
Walking On A Dream,Empire Of The Sun,2016
Victorious,Panic! At The Disco,2016
Death Of A Bachelor,Panic! At The Disco,2016
Middle,DJ Snake Featuring Bipolar Sunshine,2016
7 Years,Lukas Graham,2016
Lean & Dabb,iLoveMemphis,2016
Acquainted,The Weeknd,2016
Work,Rihanna Featuring Drake,2016
Bake Sale,Wiz Khalifa Featuring Travi$ Scott,2016
Something In The Way You Move,Ellie Goulding,2016
I Like The Sound Of That,Rascal Flatts,2016
My Church,Maren Morris,2016
Country Nation,Brad Paisley,2016
Humble And Kind,Tim McGraw,2016
Bottom Of The Bottle,Curren$Y Featuring August Alsina & Lil Wayne,2016
Somewhere On A Beach,Dierks Bentley,2016
Snapback,Old Dominion,2016
Pillowtalk,Zayn,2016
Summer Sixteen,Drake,2016
Hymn For The Weekend,Coldplay,2016
We Don't Talk Anymore,Charlie Puth Featuring Selena Gomez,2016
Youth,Troye Sivan,2016
Needed Me,Rihanna,2016
History,One Direction,2016
Jam,"Kevin Gates Featuring Trey Songz, Ty Dolla $ign & Jamie Foxx",2016
Alive,Sia,2016
Low Life,Future Featuring The Weeknd,2016
Fly S**t Only,Future,2016
Jimmy Choo,Fetty Wap,2016
Ophelia,The Lumineers,2016
Die A Happy Man,Nelly,2016
Don't Let Me Down,The Chainsmokers Featuring Daya,2016
Whisper,Chase Rice,2016
Little Bit Of You,Chase Bryant,2016
Uptown Funk!,Mark Ronson Featuring Bruno Mars,2016
Make Me Like You,Gwen Stefani,2016
All I Ask,Adele,2016
Cheap Thrills,Sia Featuring Sean Paul,2016
Never Forget You,Zara Larsson & MNEK,2016
Might Be,DJ Luke Nasty,2016
Think Of You,Chris Young Duet With Cassadee Pope,2016
Promise,Kid Ink Featuring Fetty Wap,2016
That Don't Sound Like You,Lee Brice,2016
Lost Boy,Ruth B,2016
Mind Reader,Dustin Lynch,2016
Look At My Dab,Migos,2016
The Sound Of Silence,Disturbed,2016
Wild Things,Alessia Cara,2016
Saved,Ty Dolla $ign Featuring E-40,2016
Cut It,O.T. Genasis Featuring Young Dolph,2016
Panda,Desiigner,2016
Might Not,Belly Featuring The Weeknd,2016
Piece By Piece,Kelly Clarkson,2016
Work From Home,Fifth Harmony Featuring Ty Dolla $ign,2016
It's You,Zayn,2016
Hello Friday,Flo Rida Featuring Jason Derulo,2016
T-Shirt,Thomas Rhett,2016
Til It Happens To You,Lady Gaga,2016
Head Over Boots,Jon Pardi,2016
No,Meghan Trainor,2016
Came Here To Forget,Blake Shelton,2016
Try Everything,Shakira,2016
New Romantics,Taylor Swift,2016
Untitled 02 l 06.23.2014.,Kendrick Lamar,2016
American Country Love Song,Jake Owen,2016
Company,Justin Bieber,2016
Untitled 07 l Levitate,Kendrick Lamar,2016
Something New,Zendaya Featuring Chris Brown,2016
Gotta Lotta,2 Chainz Featuring Lil Wayne,2016
Dangerous Woman,Ariana Grande,2016
Like I Would,Zayn,2016
Ride,Twenty One Pilots,2016
Light It Up,Major Lazer Featuring Nyla & Fuse ODG,2016
Fast Car,Jonas Blue Featuring Dakota,2016
Team,Iggy Azalea,2016
Be Alright,Ariana Grande,2016
Body,Dreezy Featuring Jeremih,2016
Close,Nick Jonas Featuring Tove Lo,2016
Noise,Kenny Chesney,2016
With Them,Young Thug,2016
All The Way Up,"Fat Joe, Remy Ma & Jay Z Featuring French Montana & Infared",2016
"Huntin', Fishin' And Lovin' Every Day",Luke Bryan,2016
Digits,Young Thug,2016
Moolah,Young Greatness,2016
New Level,A$AP Ferg Featuring Future,2016
Uber Everywhere,MadeinTYO,2016
Pop Style,Drake Featuring The Throne,2016
One Dance,Drake Featuring WizKid & Kyla,2016
Famous,Kanye West,2016
"Father Stretch My Hands, Pt. 1",Kanye West,2016
Lights Come On,Jason Aldean,2016
Pt. 2,Kanye West,2016
Ultralight Beam,Kanye West,2016
Waves,Kanye West,2016
Wasted Time,Keith Urban,2016
Kiss It Better,Rihanna,2016
FML,Kanye West,2016
Real Friends,Kanye West,2016
Come And See Me,PARTYNEXTDOOR Featuring Drake,2016
Never Be Like You,Flume Featuring Kai,2016
Feedback,Kanye West,2016
Record Year,Eric Church,2016
Messin' Around,Pitbull Featuring Enrique Iglesias,2016
Law,Yo Gotti Featuring E-40,2016
Faded,Alan Walker,2016
Ain't Your Mama,Jennifer Lopez,2016
If It Ain't Love,Jason Derulo,2016
Purple Rain,Prince And The Revolution,2016
When Doves Cry,Prince,2016
Kiss,Prince And The Revolution,2016
Little Red Corvette,Prince,2016
Let's Go Crazy,Prince And The Revolution,2016
1999,Prince,2016
Just Like Fire,P!nk,2016
Wicked,Future,2016
I Hate U I Love U,gnash Featuring Olivia O'Brien,2016
You Don't Own Me,Grace Featuring G-Eazy,2016
Let Me Love You,Ariana Grande Featuring Lil Wayne,2016
Formation,Beyonce,2016
Sorry,Beyonce,2016
Hold Up,Beyonce,2016
6 Inch,Beyonce Featuring The Weeknd,2016
Don't Hurt Yourself,Beyonce Featuring Jack White,2016
Raspberry Beret,Prince And The Revolution,2016
Freedom,Beyonce Featuring Kendrick Lamar,2016
Pray You Catch Me,Beyonce,2016
All Night,Beyonce,2016
I Would Die 4 U,Prince And The Revolution,2016
Daddy Lessons,Beyonce,2016
Sandcastles,Beyonce,2016
Love Drought,Beyonce,2016
Forward,Beyonce Featuring James Blake,2016
Wake Up,Fetty Wap,2016
Go Flex,Post Malone,2016
This Is What You Came For,Calvin Harris Featuring Rihanna,2016
H.O.L.Y.,Florida Georgia Line,2016
My Boo,Ghost Town DJ's,2016
Hype,Drake,2016
Controlla,Drake,2016
Grammys,Drake Featuring Future,2016
Still Here,Drake,2016
U With Me?,Drake,2016
9,Drake,2016
With You,Drake Featuring PARTYNEXTDOOR,2016
Childs Play,Drake,2016
Too Good,Drake Featuring Rihanna,2016
Feel No Ways,Drake,2016
Weston Road Flows,Drake,2016
Redemption,Drake,2016
Don't Mind,Kent Jones,2016
Keep The Family Close,Drake,2016
Faithful,Drake Featuring Pimp C & dvsn,2016
True Colors,Zedd & Kesha,2016
Fire & Desire,Drake,2016
Views,Drake,2016
Can't Stop The Feeling!,Justin Timberlake,2016
Go Ahead And Break My Heart,Blake Shelton Featuring Gwen Stefani,2016
Into You,Ariana Grande,2016
Church Bells,Carrie Underwood,2016
Me Too,Meghan Trainor,2016
Wherever I Go,OneRepublic,2016
The Fighter,Keith Urban Featuring Carrie Underwood,2016
No Problem,Chance The Rapper Featuring Lil Wayne & 2 Chainz,2016
THat Part,ScHoolboy Q Featuring Kanye West,2016
Blessings,Chance The Rapper Featuring Ty Dolla $ign,2016
I'm Sorry,Adam Wakefield,2016
Unsteady,X Ambassadors,2016
Send My Love (To Your New Lover),Adele,2016
Lonesome Broken And Blue,Adam Wakefield,2016
Love On The Brain,Rihanna,2016
From The Ground Up,Dan + Shay,2016
Every Breath You Take,Hannah Huston,2016
Gold,Kiiara,2016
With You Tonight / Hasta El Amanecer,Nicky Jam,2016
Down That Road,Alisan Porter,2016
Kill Em With Kindness,Selena Gomez,2016
Peter Pan,Kelsea Ballerini,2016
Make You Miss Me,Sam Hunt,2016
Different For Girls,Dierks Bentley Featuring Elle King,2016
Fix,Chris Lane,2016
"Sit Still, Look Pretty",Daya,2016
For Free,DJ Khaled Featuring Drake,2016
Treat You Better,Shawn Mendes,2016
Nothing Is Promised,Mike WiLL Made-It x Rihanna,2016
Champions,"Kanye West, Gucci Mane, Big Sean, 2 Chainz, Travi$ Scott, Yo Gotti, Quavo, Desiigner",2016
Broccoli,D.R.A.M. Featuring Lil Yachty,2016
Sweatshirt,Jacob Sartorius,2016
Money Longer,Lil Uzi Vert,2016
My PYT,Wale,2016
Toothbrush,DNCE,2016
Heathens,Twenty One Pilots,2016
Dark Necessities,Red Hot Chili Peppers,2016
All In My Head (Flex),Fifth Harmony Featuring Fetty Wap,2016
What The World Needs Now Is Love,Broadway For Orlando,2016
Ain't No Stopping Us Now,Kane Brown,2016
Why You Always Hatin?,YG Featuring Drake & Kamaiyah,2016
Night's On Fire,David Nail,2016
Sucker For Pain,"Lil Wayne, Wiz Khalifa & Imagine Dragons With Logic & Ty Dolla $ign Feat. X Ambassadors",2016
I Got The Keys,DJ Khaled Featuring Jay Z & Future,2016
No Limit,Usher Featuring Young Thug,2016
She's Got A Way With Words,Blake Shelton,2016
Luv,Tory Lanez,2016
M.I.L.F. $,Fergie,2016
Bored To Death,blink-182,2016
Brand New,Ben Rector,2016
Lockjaw,French Montana Featuring Kodak Black,2016
Flexicution,Logic,2016
Love Make The World Go Round,Jennifer Lopez & Lin-Manuel Miranda,2016
Duele El Corazon,Enrique Iglesias Feat. Wisin or Tinashe & Javada,2016
You Was Right,Lil Uzi Vert,2016
You & Me,Marc E. Bassy Featuring G-Eazy,2016
La Bicicleta,Carlos Vives & Shakira,2016
Lush Life,Zara Larsson,2016
No Money,Galantis,2016
Rise,Katy Perry,2016
Make Me...,Britney Spears Featuring G-Eazy,2016
Vice,Miranda Lambert,2016
Girls Talk Boys,5 Seconds Of Summer,2016
Mama Said,Lukas Graham,2016
Body Say,Demi Lovato,2016
No Shopping,French Montana Featuring Drake,2016
A Little More Summertime,Jason Aldean,2016
"Wat U Mean (Aye, Aye, Aye)",Dae Dae,2016
Sex With Me,Rihanna,2016
Cold Water,Major Lazer Featuring Justin Bieber & MO,2016
Tiimmy Turner,Desiigner,2016
Purple Lamborghini,Skrillex & Rick Ross,2016
Hit Or Miss,Jacob Sartorius,2016
Back On Road,Gucci Mane & Drake,2016
1 Night,Lil Yachty,2016
P**** Print,Gucci Mane Featuring Kanye West,2016
This Girl,Kungs vs Cookin' On 3 Burners,2016
It Don't Hurt Like It Used To,Billy Currington,2016
Middle Of A Memory,Cole Swindell,2016
Castaway,Zac Brown Band,2016
Closer,The Chainsmokers Featuring Halsey,2016
Setting The World On Fire,Kenny Chesney Featuring P!nk,2016
Holy Key,"DJ Khaled Featuring Big Sean, Kendrick Lamar & Betty Wright",2016
Starving,Hailee Steinfeld & Grey Featuring Zedd,2016
Chill Bill,Rob $tone Featuring J. Davi$ & Spooks,2016
Let Me Love You,DJ Snake Featuring Justin Bieber,2016
Gangsta,Kehlani,2016
Bohemian Rhapsody,Panic! At The Disco,2016
Cool Girl,Tove Lo,2016
Do You Mind,"DJ Khaled Featuring Nicki Minaj, Chris Brown, August Alsina, Jeremih, Future & Rick Ross",2016
You Look Like I Need A Drink,Justin Moore,2016
Look Alive,Rae Sremmurd,2016
Pick Up The Phone,Young Thug And Travis Scott Featuring Quavo,2016
In The Name Of Love,Martin Garrix & Bebe Rexha,2016
Wishing,"DJ Drama Featuring Chris Brown, Skeme & Lyquin",2016
Rock On,Tucker Beathard,2016
Nikes,Frank Ocean,2016
Ivy,Frank Ocean,2016
Pink + White,Frank Ocean,2016
Too Much Sauce,DJ ESCO Featuring Future & Lil Uzi Vert,2016
Mercy,Shawn Mendes,2016
Solo,Frank Ocean,2016
Nights,Frank Ocean,2016
I Met A Girl,William Michael Morgan,2016
Move,Luke Bryan,2016
Side To Side,Ariana Grande Featuring Nicki Minaj,2016
May We All,Florida Georgia Line Featuring Tim McGraw,2016
Grass Ain't Greener,Chris Brown,2016
OOOUUU,Young M.A,2016
Wyclef Jean,Young Thug,2016
Scars To Your Beautiful,Alessia Cara,2016
I Know Somebody,LOCASH,2016
The Greatest,Sia Featuring Kendrick Lamar,2016
Goosebumps,Travis Scott,2016
Caroline,Amine,2016
Fade,Kanye West,2016
Perfect Illusion,Lady Gaga,2016
Blue Ain't Your Color,Keith Urban,2016
Deja Vu,Post Malone Featuring Justin Bieber,2016
Sleep Without You,Brett Young,2016
Black Beatles,Rae Sremmurd Featuring Gucci Mane,2016
X,21 Savage & Metro Boomin Featuring Future,2016
Forever Country,"Artists Of Then, Now & Forever",2016
My Way,Calvin Harris,2016
Starboy,The Weeknd Featuring Daft Punk,2016
Juju On That Beat (TZ Anthem),Zay Hilfigerrr & Zayion McCall,2016
Key To The Streets,YFN Lucci Featuring Migos & Trouble,2016
Cancer,Twenty One Pilots,2016
This Town,Niall Horan,2016
HandClap,Fitz And The Tantrums,2016
Song For Another Time,Old Dominion,2016
Capsize,Frenship & Emily Warren,2016
CRZY,Kehlani,2016
All We Know,The Chainsmokers Featuring Phoebe Ryan,2016
Say It,Flume Featuring Tove Lo,2016
False Alarm,The Weeknd,2016
Cranes In The Sky,Solange,2016
Don't Touch My Hair,Solange Featuring Sampha,2016
LIFTED,CL,2016
Fresh Eyes,Andy Grammer,2016
Wanna Be That Song,Brett Eldredge,2016
All Eyez,The Game Featuring Jeremih,2016
24K Magic,Bruno Mars,2016
Love Me Now,John Legend,2016
Don't Wanna Know,Maroon 5 Featuring Kendrick Lamar,2016
Today,Brad Paisley,2016
Million Reasons,Lady Gaga,2016
PPAP (Pen-Pineapple-Apple-Pen),PIKOTARO,2016
All Time Low,Jon Bellion,2016
Ain't My Fault,Zara Larsson,2016
Kids,OneRepublic,2016
Blow Your Mind (Mwah),Dua Lipa,2016
Dirty Laundry,Carrie Underwood,2016
Bad Things,Machine Gun Kelly x Camila Cabello,2016
Alone,Marshmello,2016
80s Mercedes,Maren Morris,2016
My Sh*t,A Boogie Wit da Hoodie,2016
How I'll Always Be,Tim McGraw,2016
Fake Love,Drake,2016
Hallelujah,Pentatonix,2016
Sneakin',Drake Featuring 21 Savage,2016
A-YO,Lady Gaga,2016
Shout Out To My Ex,Little Mix,2016
No Heart,21 Savage & Metro Boomin,2016
Greenlight,Pitbull Featuring Flo Rida & LunchMoney Lewis,2016
What They Want,Russ,2016
Say You Won't Let Go,James Arthur,2016
Litty,Meek Mill Featuring Tory Lanez,2016
Better Man,Little Big Town,2016
Froze,Meek Mill Featuring Lil Uzi Vert & Nicki Minaj,2016
Offended,Meek Mill Featuring Young Thug & 21 Savage,2016
"Two Birds, One Stone",Drake,2016
On The Regular,Meek Mill,2016
The Difference,Meek Mill Featuring Quavo,2016
Star Of The Show,Thomas Rhett,2016
Blue Notes,Meek Mill,2016
Chantaje,Shakira Featuring Maluma,2016
Blessed Up,Meek Mill,2016
Used To This,Future Featuring Drake,2016
Bounce Back,Big Sean,2016
Setting Fires,The Chainsmokers Featuring XYLO,2016
Selfish,PnB Rock,2016
Kill A Word,Eric Church Featuring Rhiannon Giddens,2016
